N ACC PL р о з ы г р ы ш	р о з ы г р ы ш и	р о з ы г р ы ш и
V PST SG NEUT п е р е к р е с т и т ь с я	п е р е к р е с т и л о с ь	п е р е к р е с т и л о с ь
N DAT PL н о в а ц и я	н о в а ц и я м	н о в а ц и я м
ADJ DAT FEM SG р а з л и ч и м ы й	р а з л и ч и м о й	р а з л и ч и м о й
ADJ INS FEM SG з е л е н о в а т ы й	з е л е н о в а т о й	з е л е н о в а т о й
V PRS 2 SG в с к а р а б к и в а т ь с я	в с к а р а б к и в а е ш ь с я	в с к а р а б к и в а е ш ь с я
V FUT 1 SG п о д д е р ж и в а т ь с я	б у д у п о д д е р ж и в а т ь с я	б у д у п о д д е р ж и в а т ь с я
N ACC PL п е р е х о д н а л и ч н о с т и	п е р е х о д ы н а л и ч н о с т и	п е р е х о д н а л и ч н о с т и
ADJ GEN NEUT SG б р а з и л ь с к и й	б р а з и л ь с к о г о	б р а з и л ь с к о г о
ADJ ANIM ACC MASC SG у п у щ е н н ы й	у п у щ е н н о г о	у п у щ е н н о г о
V FUT 3 SG в м е ш а т ь с я	в м е ш а е т с я	в м е ш а е т с я
V PRS 1 PL м о т а т ь	м о т а е м	м о т а е м
N ACC SG в о з д у ш н а я т р а с с а	в о з д у ш н у ю т р а с с у	в о з д у ш н у ю т р а с с у
V FUT 2 SG о т с и ж и в а т ь с я	б у д е ш ь о т с и ж и в а т ь с я	б у д е ш ь о т с и ж и в а т ь с я
ADJ ESS PL з а б а н е н н ы й	з а б а н е н н ы х	з а б а н е н н ы х
ADJ ACC INAN PL к у б и н с к и й	к у б и н с к и е	к у б и н с к и е
N GEN SG б а н а л ь н о с т ь	б а н а л ь н о с т и	б а н а л ь н о с т и
ADJ INS NEUT SG т р а м в а й н ы й	т р а м в а й н ы м	т р а м в а й н ы м
N ESS SG о п а с к а	о п а с к е	о п а с к е
N GEN SG з у б и л о	з у б и л а	з у б и л а
ADJ INS FEM SG п е р е с т р о е ч н ы й	п е р е с т р о е ч н о й	п е р е с т р о е ч н о й
ADJ DAT FEM SG п р и з н а т е л ь н ы й	п р и з н а т е л ь н о й	п р и з н а т е л ь н о й
V PST SG NEUT с п р я т а т ь с я	с п р я т а л о с ь	с п р я т а л о с ь
V FUT 3 SG з а с в е т и т ь	з а с в е т и т	з а с в е т и т
V IMP 2 PL н а п у т а т ь	н а п у т а й т е	н а п у т а й т е
V FUT 3 SG з а т р у д н и т ь	з а т р у д н и т	з а т р у д н и т
N INS PL в а й я	в а й я м и	в а й я м и
ADJ INS MASC SG п а р а д о к с а л ь н ы й	п а р а д о к с а л ь н ы м	п а р а д о к с а л ь н ы м
V FUT 3 SG з а б р ы з г и в а т ь	б у д е т з а б р ы з г и в а т ь	б у д е т з а б р ы з г и в а т ь
N ACC PL т е х н о л о г и я	т е х н о л о г и и	т е х н о л о г и и
ADJ DAT NEUT SG с и м у л я т и в н ы й	с и м у л я т и в н о м у	с и м у л я т и в н о м у
N ESS PL н е о д о б р е н и е	н е о д о б р е н и я х	н е о д о б р е н и я х
ADJ FEM SG LGSPEC1 п ы л к и й	п ы л к а	п ы л к и
N ESS SG э к с п р е с с - д и а г н о с т и к а	э к с п р е с с - д и а г н о с т и к е	э к с п р е с с - д и а г н о с т и к е
V PRS 3 PL с л у ш а т ь	с л у ш а ю т	с л у ш а ю т
ADJ ESS NEUT SG с л а д о с т р а с т н ы й	с л а д о с т р а с т н о м	с л а д о с т р а с т н о м
N GEN SG о д н о к л а с с н и к	о д н о к л а с с н и к а	о д н о к л а с с н и к а
V PRS 2 PL о б р е з ы в а т ь	о б р е з ы в а е т е	о б р е з ы в а е т е
V IMP 2 PL в л а с т в о в а т ь	в л а с т в у й т е	в л а с т в у й т е
N ACC SG н а с л е д н и к	н а с л е д н и к а	н а с л е д н и к а
ADJ ANIM ACC MASC SG г у с т о й	г у с т о г о	г у с т о г о
V PST SG NEUT п о д ы с к а т ь	п о д ы с к а л о	п о д ы с к а л о
ADJ INS PL у к р о т и м ы й	у к р о т и м ы м и	у к р о т и м ы м и
ADJ DAT MASC SG н е и с т о в ы й	н е и с т о в о м у	н е и с т о в о м у
N ACC SG п о т р е б л е н и е	п о т р е б л е н и е	п о т р е б л е н и е
V PST PL р а с т е ч ь с я	р а с т е к л и с ь	р а с т е к и с ь
V PST SG MASC с п е ц и а л и з и р о в а т ь с я	с п е ц и а л и з и р о в а л с я	с п е ц и а л и з и р о в а л с я
V FUT 1 PL п р о д е м о н с т р и р о в а т ь с я	п р о д е м о н с т р и р у е м с я	п р о д е м о н с т р и р у е м с я
V FUT 2 SG ч о к а т ь с я	б у д е ш ь ч о к а т ь с я	б у д е ш ь ч о к а т ь с я
N INS PL в ы с к о ч к а	в ы с к о ч к а м и	в ы с к о ч к а м и
N GEN SG б л а г о в е щ е н и е	б л а г о в е щ е н и я	б л а г о в е щ е н и я
V.CVB PST р а з в е т в л я т ь с я	р а з в е т в л я в ш и с ь	р а з в е т в л я в ш и с ь
V PST SG FEM в ы с л е д и т ь	в ы с л е д и л а	в ы с л е д и л а
N INS PL ж а к е т	ж а к е т а м и	ж а к е т а м и
N ACC SG з в е з д о л ё т	з в е з д о л ё т	з в е з д о л ё т
V PRS 3 SG р а с ш и р я т ь с я	р а с ш и р я е т с я	р а с ш и р я е т с я
V FUT 2 SG с о п р и к а с а т ь с я	б у д е ш ь с о п р и к а с а т ь с я	б у д е ш ь с о п р и к а с а т ь с я
N ACC SG к р и т я н и н	к р и т я н и н а	к р и т я н и н а
N NOM SG н ю х а ч	н ю х а ч	н ю х а ч
N DAT SG т а т у и р о в к а	т а т у и р о в к е	т а т у и р о в к е
V FUT 1 SG в ы у ч и т ь с я	в ы у ч у с ь	в ы у с я
ADJ DAT PL д в у д о л ь н ы й	д в у д о л ь н ы м	д в у д о л ь н ы м
V FUT 3 SG о ж и в л я т ь с я	б у д е т о ж и в л я т ь с я	б у д е т о ж и в л я т ь с я
ADJ GEN MASC SG ж е л т о б р ю х и й	ж е л т о б р ю х о г о	ж е л т о б р ю х е г о
V PRS 2 SG ё ж и т ь с я	ё ж и ш ь с я	ё ж и ш ь с я
N NOM PL п р а в е д н и к	п р а в е д н и к и	п р а в е д н и к и
V FUT 1 PL п о в о л о ч ь	п о в о л о ч е м	п о в о л о ч е м
N NOM PL б л а г о р о д и е	б л а г о р о д и я	б л а г о р о д и я
N ESS PL д е й с т в и т е л ь н ы й з а л о г	д е й с т в и т е л ь н ы х з а л о г а х	д е й с т в и т е л ь н ы х з а л о г а х
N INS SG н е п р и с т о й н о с т ь	н е п р и с т о й н о с т ь ю	н е п р и с т о й н о с т ь ю
V.PTCP ACT PST д о р а с т и	д о р о с ш и й	д о р а с ш и й
V FUT 2 SG р а з ы г р ы в а т ь	б у д е ш ь р а з ы г р ы в а т ь	б у д е ш ь р а з ы г р ы в а т ь
N INS PL а в а н т ю р а	а в а н т ю р а м и	а в а н т ю р а м и
N DAT SG ч р е в а т о с т ь	ч р е в а т о с т и	ч р е в а т о с т и
N INS SG ш и л о к л ю в к а	ш и л о к л ю в к о й	ш и л о к л ю в к о й
V FUT 3 SG р а з н е с т и с ь	р а з н е с е т с я	р а з н е с е т с я
N ESS PL о б а я н и е	о б а я н и я х	о б а я н и я х
N INS PL г е т е р о с е к с у а л	г е т е р о с е к с у а л а м и	г е т е р о с е к с у а л а м и
V PST PL л а с к а т ь	л а с к а л и	л а с к а л и
N NOM PL з а к л а д к а	з а к л а д к и	з а к л а д к и
N NOM PL к р и в а я	к р и в ы е	к р и в ы е
N NOM PL ф е т а	ф е т ы	ф е т ы
V PRS 2 SG в ы т а п л и в а т ь	в ы т а п л и в а е ш ь	в ы т а п л и в а е ш ь
N DAT SG ш у л е р	ш у л е р у	ш у л е р у
ADJ DAT PL д о с т у п н ы й	д о с т у п н ы м	д о с т у п н ы м
V IMP 2 PL р а с т я г и в а т ь	р а с т я г и в а й т е	р а с т я г и в а й т е
V FUT 1 PL о в л а д е т ь	о в л а д е е м	о в л а д е е м
ADJ NOM NEUT SG н е д о у м ё н н ы й	н е д о у м ё н н о е	н е д о у м ё н н о е
N NOM SG с т р а д а н и е	с т р а д а н и е	с т р а д а н и е
V FUT 2 SG о т м ы т ь	о т м о е ш ь	о т м о е ш ь
V FUT 2 SG м е д л и т ь	б у д е ш ь м е д л и т ь	б у д е ш ь м е д л и т ь
N NOM SG в о з р а с т а н и е	в о з р а с т а н и е	в о з р а с т а н и е
ADJ INS FEM SG о т в е р ж е н н ы й	о т в е р ж е н н о й	о т в е р ж е н н о й
N ESS SG д о б р о ж е л а т е л ь	д о б р о ж е л а т е л е	д о б р о ж е л а т е л е
V IMP 2 SG к р о и т ь	к р о и	к р о и
ADJ ACC INAN PL э л е к т р о х и м и ч е с к и й	э л е к т р о х и м и ч е с к и е	э л е к т р о х и м и ч е с к и е
V PST SG FEM п р и м а н и в а т ь	п р и м а н и в а л а	п р и м а н и в а л а
N GEN SG о х в а т	о х в а т а	о х в а т а
N ESS SG л у ч и н а	л у ч и н е	л у ч и н е
ADJ NOM PL ц е л о м у д р е н н ы й	ц е л о м у д р е н н ы е	ц е л о м у д р е н н ы е
V PRS 2 PL р а с к р а и в а т ь	р а с к р а и в а е т е	р а с к р а и в а е т е
N NOM PL с т ё р к а	с т ё р к и	с т ё р к и
ADJ GEN NEUT SG ш е к с п и р о в с к и й	ш е к с п и р о в с к о г о	ш е к с п и р о в с к о г о
V FUT 3 SG р а з г о р я ч и т ь	р а з г о р я ч и т	р а з г о р я ч и т
V.CVB PRS б у н т о в а т ь с я	б у н т у я с ь	б у н т у в а я с ь
ADJ NEUT SG LGSPEC1 ц е л е б н ы й	ц е л е б н о	ц е л е б н о
V PRS 2 SG к о п о ш и т ь с я	к о п о ш и ш ь с я	к о п о ш ь с я
V FUT 1 SG в ы т р а в л и в а т ь	б у д у в ы т р а в л и в а т ь	б у д у в ы т р а в л и в а т ь
ADJ DAT MASC SG с у в е р е н н ы й	с у в е р е н н о м у	с у в е р е н н о м у
V.CVB PST о б у г л и т ь	о б у г л и в	о б у г л и в
N NOM SG п е р с т	п е р с т	п е р с т
ADJ GEN PL т о р ж е с т в е н н ы й	т о р ж е с т в е н н ы х	т о р ж е с т в е н н ы х
ADJ INS FEM SG э к с т р е м а л ь н ы й	э к с т р е м а л ь н о й	э к с т р е м а л ь н о й
ADJ GEN PL б о л е в о й	б о л е в ы х	б о л е в ы х
ADJ GEN FEM SG к о м п р о м е т и р у ю щ и й	к о м п р о м е т и р у ю щ е й	к о м п р о м е т и р у ю щ е й
V FUT 3 SG у п о р я д о ч и в а т ь	б у д е т у п о р я д о ч и в а т ь	б у д е т у п о р я д о ч и в а т ь
V FUT 1 PL в с к и п е т ь	в с к и п и м	в с к и п е м
V PST SG FEM з а м у т и т ь	з а м у т и л а	з а м у т и л а
ADJ GEN MASC SG ш о к о в ы й	ш о к о в о г о	ш о к о в о г о
N GEN PL с т о п а р и к	с т о п а р и к о в	с т о п а р и к о в
ADJ DAT PL с т р и ж е н ы й	с т р и ж е н ы м	с т р и ж е н ы м
N ESS SG д и л е т а н т	д и л е т а н т е	д и л е т а н т е
N NOM PL о с у щ е с т в л е н и е	о с у щ е с т в л е н и я	о с у щ е с т в л е н и я
N GEN SG п р о г а	п р о г и	п р о г и
ADJ DAT FEM SG з л о с т н ы й	з л о с т н о й	з л о с т н о й
V.CVB PRS м а с к и р о в а т ь с я	м а с к и р у я с ь	м а с к и р у я с ь
V PST PL с о к р у ш а т ь с я	с о к р у ш а л и с ь	с о к р у ш а л и с ь
ADJ ESS PL в о с п и т а н н ы й	в о с п и т а н н ы х	в о с п и т а н н ы х
N INS SG с п е к т р	с п е к т р о м	с п е к т р о м
V FUT 3 SG о б р у ш и т ь	б у д е т о б р у ш и т ь	о б р у ш и т
ADJ ESS FEM SG н е с п о с о б н ы й	н е с п о с о б н о й	н е с п о с о б н о й
ADJ NOM FEM SG л е с о т у н д р о в ы й	л е с о т у н д р о в а я	л е с о т у н д р о в а я
N INS SG и з д а т е л ь	и з д а т е л е м	и з д а т е л е м
N INS PL ш а л ь	ш а л я м и	ш а л я м и
N INS SG и т т е р б и й	и т т е р б и е м	и т т е р б и е м
V IMP 2 SG п о д в е р н у т ь с я	п о д в е р н и с ь	п о д в е р н и с ь
V FUT 1 SG с о ч е т а т ь с я	б у д у с о ч е т а т ь с я	б у д у с о ч е т а т ь с я
V PRS 2 PL и с т о л к о в ы в а т ь	и с т о л к о в ы в а е т е	и с т о л к о в ы в а е т е
ADJ ESS MASC SG д в у с т о р о н н и й	д в у с т о р о н н е м	д в у с т о р о н н е м
V.PTCP ACT PST п о с л у ж и т ь	п о с л у ж и в ш и й	п о с л у ж и в ш и й
N ACC SG п и д о р	п и д о р а	п и д о р
ADJ DAT FEM SG к а н а л и з а ц и о н н ы й	к а н а л и з а ц и о н н о й	к а н а л и з а ц и о н н о й
V PST PL з а ш е в е л и т ь с я	з а ш е в е л и л и с ь	з а ш е в е л и л и с ь
V PST SG MASC у п о р я д о ч и т ь	у п о р я д о ч и л	у п о р я д о ч и л
N GEN PL р а н е ц	р а н ц е в	р а н ц е в
N INS SG к р и н	к р и н о м	к р и н о м
V.PTCP PASS PST о т в е р н у т ь	о т в ё р н у т ы й	о т в е р н у т ы й
ADJ NOM NEUT SG б е с с о з н а т е л ь н ы й	б е с с о з н а т е л ь н о е	б е с с о з н а т е л ь н о е
ADJ INS FEM SG н е а д е к в а т н ы й	н е а д е к в а т н о й	н е а д е к в а т н о й
ADJ ACC INAN PL р у т и н н ы й	р у т и н н ы е	р у т и н н ы е
ADJ ACC INAN PL и н н о в а ц и о н н ы й	и н н о в а ц и о н н ы е	и н н о в а ц и о н н ы е
ADJ ESS MASC SG п о ч е ч н ы й	п о ч е ч н о м	п о ч е ч н о м
V FUT 3 SG б л ё к н у т ь	б у д е т б л ё к н у т ь	б у д е т б л ё к н у т ь
ADJ INS MASC SG ж е л е з н ы й	ж е л е з н ы м	ж е л е з н ы м
ADJ ACC INAN PL о б е щ а н н ы й	о б е щ а н н ы е	о б е щ а н н ы е
N GEN PL к о б ь	к о б е й	к о б е й
N ACC SG а п п л и к а ц и я	а п п л и к а ц и ю	а п п л и к а ц и ю
N ACC SG м е с т о ж и т е л ь с т в а	м е с т о ж и т е л ь с т в а	м е с т у ж и т е л ь с т в а
V PST SG MASC у т р и р о в а т ь	у т р и р о в а л	у т р и р о в а л
ADJ INAN ACC MASC SG с к р о м н ы й	с к р о м н ы й	с к р о м н ы й
V FUT 3 SG у ш и б а т ь	б у д е т у ш и б а т ь	б у д е т у ш и б а т ь
N GEN PL б а ш к и р	б а ш к и р	б а ш к и р о в
ADJ GEN PL б е з р у к а в н ы й	б е з р у к а в н ы х	б е з р у к а в н ы х
N INS PL и з г о т о в и т е л ь	и з г о т о в и т е л я м и	и з г о т о в и т е л я м и
N DAT SG к о з ё л о т п у щ е н и я	к о з л у о т п у щ е н и я	к о з ё л о т п у щ е н и и
N INS PL д о м о х о з я й с т в о	д о м о х о з я й с т в а м и	д о м о х о з я й с т в а м и
N DAT SG п о д м а с т е р ь е	п о д м а с т е р ь ю	п о д м а с т е р ь ю
ADJ INS FEM SG т р о ф е й н ы й	т р о ф е й н о й	т р о ф е й н о й
N GEN PL о б ъ е к т н ы й п а д е ж	о б ъ е к т н ы х п а д е ж е й	о б ъ е к т н ы х п а д е ж е й
ADJ ANIM ACC MASC SG м е ж д у к н я ж е с к и й	м е ж д у к н я ж е с к о г о	м е ж д у к н я ж е с к о г о
N NOM PL ж е в е л о	ж е в ё л а	ж е в е л а
N GEN SG к у л ё к	к у л ь к а	к у л ь к а
N INS PL т ё т к а	т ё т к а м и	т ё т к а м и
N GEN SG м о т и в а ц и я	м о т и в а ц и и	м о т и в а ц и и
V.PTCP ACT PRS з а с у ч и в а т ь	з а с у ч и в а ю щ и й	з а с у ч и в а ю щ и й
N INS PL п л а щ	п л а щ а м и	п л а щ а м и
N ESS SG р а д и о а п п а р а т у р а	р а д и о а п п а р а т у р е	р а д и о а п п а р а т у р е
ADJ MASC SG LGSPEC1 м о з о л и с т ы й	м о з о л и с т	м о з о л и с т
V PRS 3 SG п у т а т ь с я	п у т а е т с я	п у т а е т с я
V FUT 2 PL с п у т а т ь	с п у т а е т е	б у д е т е с п у т а т ь
N NOM PL п о л н о м о ч и е	п о л н о м о ч и я	п о л н о м о ч и я
N DAT SG к р у т и з н а	к р у т и з н е	к р у т и з н е
ADJ NOM FEM SG а с е п т и ч е с к и й	а с е п т и ч е с к а я	а с е п т и ч е с к а я
V PRS 3 SG п о д о д в и г а т ь	п о д о д в и г а е т	п о д о д в и г а е т
N ACC SG б р о ш ь	б р о ш ь	б р о ш ь
V FUT 1 PL п о д л а ж и в а т ь	б у д е м п о д л а ж и в а т ь	б у д е м п о д л а ж и в а т ь
N DAT SG с р а в н и т е л ь н а я с т е п е н ь	с р а в н и т е л ь н о й с т е п е н и	с р а в н и т е л ь н о м у с т е п н е
V PRS 1 PL о р у д о в а т ь	о р у д у е м	о р у д у е м
V FUT 2 PL л е ч и т ь с я	б у д е т е л е ч и т ь с я	б у д е т е л е ч и т ь с я
V.PTCP PASS PRS п я л и т ь	п я л и м ы й	п я л и м ы й
ADJ ACC ANIM PL и с п о л и н с к и й	и с п о л и н с к и х	и с п о л и н с к и х
ADJ ESS NEUT SG н а д м е н н ы й	н а д м е н н о м	н а д м е н н о м
N ACC SG э л е к т р о т е х н и к а	э л е к т р о т е х н и к у	э л е к т р о т е х н и к у
V PRS 2 SG с п а с а т ь с я	с п а с а е ш ь с я	с п а с а е ш ь с я
V FUT 3 PL т р а к т о в а т ь	б у д у т т р а к т о в а т ь	б у д у т т р а к т о в а т ь
V FUT 1 SG х в а л и т ь	б у д у х в а л и т ь	х в а л ю
N INS SG а п с е л ь	а п с е л е м	а п с е л е м
N ESS PL к и ш е ч н и к	к и ш е ч н и к а х	к и ш е ч н и к а х
V PST SG MASC з а п л ы т ь	з а п л ы л	з а п л ы л
N ACC PL с о с т а в	с о с т а в ы	с о с т а в ы
ADJ FEM SG LGSPEC1 в н и м а т е л ь н ы й	в н и м а т е л ь н а	в н и м а т е л ь н а
ADJ INS MASC SG п о т а й н о й	п о т а й н ы м	п о т а й н ы м
V PRS 1 PL д у б л и р о в а т ь	д у б л и р у е м	д у б л и р у е м
N ESS SG х а р з а	х а р з е	х а р з е
N INS PL х у д р у к	х у д р у к а м и	х у д р у к а м и
ADJ INS NEUT SG ж и з н е н н ы й	ж и з н е н н ы м	ж и з н е н н ы м
V FUT 3 PL с и п е т ь	б у д у т с и п е т ь	б у д у т с и п е т ь
V PST SG MASC п р и м е р и т ь	п р и м е р и л	п р и м е р и л
N DAT PL л е к а р ь	л е к а р я м	л е к а р я м
N INS PL г р а ф е м а	г р а ф е м а м и	г р а ф е м а м и
N GEN SG с е д л о	с е д л а	с е д л а
V FUT 1 SG б л ё к н у т ь	б у д у б л ё к н у т ь	б у д у б л ё к н у т ь
ADJ INAN ACC MASC SG б е с п р е ц е д е н т н ы й	б е с п р е ц е д е н т н ы й	б е с п р е ц е д е н т н ы й
N DAT PL ж и в у ч е с т ь	ж и в у ч е с т я м	ж и в у ч е с т я м
V PRS 1 PL и с т р ё п ы в а т ь с я	и с т р ё п ы в а е м с я	и с т р ё п ы в а е м с я
V FUT 2 SG п е р е в о з и т ь	б у д е ш ь п е р е в о з и т ь	п е р е в о з и ш ь
ADJ PL LGSPEC1 и н о с т р а н н ы й	и н о с т р а н н ы	и н о с т р а н н ы
ADJ ESS MASC SG т р е п е т н ы й	т р е п е т н о м	т р е п е т н о м
ADJ NOM PL л а б о р а т о р н ы й	л а б о р а т о р н ы е	л а б о р а т о р н ы е
N DAT SG в е т р о у к а з а т е л ь	в т р о у к а з а т е л ю	в е т р о у к а з а т е л ю
V.CVB PRS в м а з ы в а т ь	в м а з ы в а я	в м а з ы в а я
N DAT PL о р а т о р	о р а т о р а м	о р а т о р а м
N NOM PL б о б ё р	б о б р ы	б о б р ы
N ACC SG о б р ы в	о б р ы в	о б р ы в
ADJ ESS NEUT SG б а с к о н с к и й	б а с к о н с к о м	б а с к о н с к о м
V IMP 2 PL р а з о б л а ч а т ь	р а з о б л а ч а й т е	р а з о б л а ч а й т е
ADJ INS PL п о в о р о т н ы й	п о в о р о т н ы м и	п о в о р о т н ы м и
ADJ MASC SG LGSPEC1 з а с л у ж ё н н ы й	з а с л у ж ё н	з а с л у ж ё н
N DAT SG а ф р и к а н е р	а ф р и к а н е р у	а ф р и к а н е р у
ADJ INAN ACC MASC SG с о к р а щ ё н н ы й	с о к р а щ ё н н ы й	с о к р а щ ё н н ы й
N NOM SG н а д п и с ь	н а д п и с ь	н а д п и с ь
ADJ ANIM ACC MASC SG п а н и ч е с к и й	п а н и ч е с к о г о	п а н и ч е с к о г о
ADJ INS MASC SG н о ж н о й	н о ж н ы м	н о ж н ы м
ADJ NOM FEM SG б а л т и й с к и й	б а л т и й с к а я	б а л т и й с к а я
ADJ PL LGSPEC1 о б ш и р н ы й	о б ш и р н ы	о б ш и р н ы
N NOM PL в о с к р е ш е н и е	в о с к р е ш е н и я	в о с к р е ш е н и я
ADJ DAT MASC SG м н о г о с л о й н ы й	м н о г о с л о й н о м у	м н о г о с л о й н о м у
N DAT SG п о д в о х	п о д в о х у	п о д в о х у
N INS SG р и ф	р и ф о м	р и ф о м
ADJ FEM SG LGSPEC1 а в т о м о р ф н ы й	а в т о м о р ф н а	а в т о м о р ф н а
ADJ NOM NEUT SG с о д е р ж а т е л ь н ы й	с о д е р ж а т е л ь н о е	с о д е р ж а т е л ь н о е
N DAT PL п у н к т у а ц и я	п у н к т у а ц и я м	п у н к т у а ц и я м
ADJ ESS NEUT SG н е п о в т о р и м ы й	н е п о в т о р и м о м	н е п о в т о р и м о м
ADJ MASC SG LGSPEC1 р а с к а л ё н н ы й	р а с к а л ё н	р а с к а л ё н
N NOM SG с л а л о м	с л а л о м	с л а л о м
ADJ NOM NEUT SG д е т с к и й	д е т с к о е	д е т с к о е
N NOM SG к и н е т и к а	к и н е т и к а	к и н е т и к а
ADJ MASC SG LGSPEC1 з а к о н о м е р н ы й	з а к о н о м е р е н	з а к о н о м е р е н
ADJ ESS PL г у м а н и с т и ч е с к и й	г у м а н и с т и ч е с к и х	г у м а н и с т и ч е с к и х
N DAT PL п р е д а н и е	п р е д а н и я м	п р е д а н и я м
ADJ ACC ANIM PL с л е д у ю щ и й	с л е д у ю щ и х	с л е д у ю щ и х
N ESS SG з л о у п о т р е б л е н и е	з л о у п о т р е б л е н и и	з л о у п о т р е б л е н и и
N ACC PL к л е щ	к л е щ е й	к л е щ и
ADJ ACC NEUT SG м а т р о с с к и й	м а т р о с с к о е	м а т р о с с к о е
N NOM PL м е д л и т е л ь н о с т ь	м е д л и т е л ь н о с т и	м е д л и т е л ь н о с т и
ADJ DAT FEM SG б д и т е л ь н ы й	б д и т е л ь н о й	б д и т е л ь н о й
ADJ ACC INAN PL в е з д е с у щ и й	в е з д е с у щ и е	в е з д е с у щ и е
V PST SG FEM б л е с т е т ь	б л е с т е л а	б л е с т е л а
N INS PL с т а н ц и я	с т а н ц и я м и	с т а н ц и я м и
N ACC PL д е м о г р а ф и я	д е м о г р а ф и и	д е м о г р а ф и и
ADJ ESS FEM SG п р о с т е н ь к и й	п р о с т е н ь к о й	п р о с т е н ь к о й
N ACC SG а б л а у т	а б л а у т	а б л а у т
N ESS SG н е д е л ь к а	н е д е л ь к е	н е д е л ь к е
V PST PL п р о и с т е к а т ь	п р о и с т е к а л и	п р о и с т е к а л и
ADJ ACC INAN PL ф и з и ч е с к и й	ф и з и ч е с к и е	ф и з и ч е с к и е
N ESS SG а н т р о п о л о г и я	а н т р о п о л о г и и	а н т р о п о л о г и и
ADJ GEN MASC SG т а д ж и к с к и й	т а д ж и к с к о г о	т а д ж и к с к о г о
N ESS SG п о д л е ж а щ е е	п о д л е ж а щ е м	п о д л е ж а щ е
ADJ ESS MASC SG т е л е р а д и о в е щ а т е л ь н ы й	т е л е р а д и о в е щ а т е л ь н о м	т е л е р а д и о в е щ а т е л ь н о м
V FUT 2 SG и м м и г р и р о в а т ь	б у д е ш ь и м м и г р и р о в а т ь	и м м и г р и р у е ш ь
V PST SG MASC с д а т ь с я	с д а л с я	с д а л с я
V.PTCP ACT PRS и г р а т ь с я	и г р а ю щ и й с я	и г р а ю щ и й с я
ADJ DAT MASC SG п р и к о л ь н ы й	п р и к о л ь н о м у	п р и к о л ь н о м у
N ACC SG т р е н е р	т р е н е р а	т р е н е р
ADJ ACC FEM SG ф о р с а ж н ы й	ф о р с а ж н у ю	ф о р с а ж н у ю
N INS SG п о л и в	п о л и в о м	п о л и в о м
N GEN SG э л и т а	э л и т ы	э л и т ы
N INS SG и н ф и к с	и н ф и к с о м	и н ф и к с о м
N INS SG б а б у л ь к а	б а б у л ь к о й	б а б у л ь к о й
ADJ ACC ANIM PL м а л ю с е н ь к и й	м а л ю с е н ь к и х	м а л ю с е н ь к и х
V PRS 2 PL м е л ь к а т ь	м е л ь к а е т е	м е л ь к а е т е
V PRS 3 PL з а с т и г а т ь	з а с т и г а ю т	з а с т и г а ю т
N INS SG л а к о м к а	л а к о м к о й	л а к о м к о й
ADJ ACC ANIM PL д е л о в о й	д е л о в ы х	д е л о в ы х
N ACC SG с о к о в ы ж и м а л к а	с о к о в ы ж и м а л к у	с о к о в ы ж и м а л к у
ADJ DAT NEUT SG к о н т р о л и р у е м ы й	к о н т р о л и р у е м о м у	к о н т р о л и р у е м о м у
V FUT 1 PL б о й к о т и р о в а т ь	б у д е м б о й к о т и р о в а т ь	б у д е м б о й к о т и р о в а т ь
V FUT 2 SG д о к а т ы в а т ь с я	б у д е ш ь д о к а т ы в а т ь с я	б у д е ш ь д о к а т ы в а т ь с я
ADJ INAN ACC MASC SG т р е в о ж н ы й	т р е в о ж н ы й	т р е в о ж н ы й
V.PTCP ACT PRS б з д е т ь	б з д я щ и й	б з д е щ и й
V IMP 2 SG о т к р а и в а т ь	о т к р а и в а й	о т к р а и в а й
ADJ NOM FEM SG н е р е ш ё н н ы й	н е р е ш ё н н а я	н е р е ш ё н н а я
ADJ INS MASC SG п о д д е л ь н ы й	п о д д е л ь н ы м	п о д д е л ь н ы м
N INS SG в о д о р о с л ь	в о д о р о с л ь ю	в о д о р о с л е м
ADJ ACC ANIM PL г р у з о п о д ъ ё м н ы й	г р у з о п о д ъ ё м н ы х	г р у з о п о д ъ ё м н ы х
ADJ ANIM ACC MASC SG з а п о з д а л ы й	з а п о з д а л о г о	з а п о з д а л о г о
V.PTCP ACT PRS п о б о я т ь с я	п о б о я щ и й с я	п о б о я щ и й с я
V NFIN в ы п о л н я т ь с я	в ы п о л н я т ь с я	в ы п о л н я т ь с я
ADJ INS NEUT SG б е з з а щ и т н ы й	б е з з а щ и т н ы м	б е з з а щ и т н ы м
N INS SG т ё л к а	т ё л к о й	т ё л к о й
V IMP 2 PL п р е д п о л о ж и т ь с я	п р е д п о л о ж и т е с ь	п р е д п о л о ж и т е с ь
V PRS 1 SG с о в м е щ а т ь	с о в м е щ а ю	с о в м е щ а ю
V PRS 3 PL с о п е р н и ч а т ь	с о п е р н и ч а ю т	с о п е р н и ч а ю т
V PST PL з в е н е т ь	з в е н е л и	з в е н е л и
N ESS PL к р е с т ь я н к а	к р е с т ь я н к а х	к р е с т ь я н к а х
V IMP 2 PL у в я д а т ь	у в я д а й т е	у в я д а й т е
ADJ INS NEUT SG у щ е р б н ы й	у щ е р б н ы м	у щ е р б н ы м
ADJ DAT PL н е ч ё т к и й	н е ч ё т к и м	н е ч ё т к и м
ADJ NOM PL т у р е ц к и й	т у р е ц к и е	т у р е ц к и е
